,daily_index,A
10273,10273,어느 것이든 자신이 좋아하고 어울리는 옷이 좋아요.
10274,10274,어느 것이든 자신이 좋아하고 어울리는 옷이 좋아요.
10275,10275,많이 만나면 만날 수록 좋죠.
10276,10276,지금 전화해보세요.
10277,10277,부담스럽지 않은 선이 좋겠어요.
10278,10278,좋아하는 사람이 준다면 좋아할 거예요.
10279,10279,좋아하나봐요.
10280,10280,큰 의미를 두지 않아도 돼요.
10281,10281,진심어린 손편지는 누구나 좋아하죠.
10282,10282,좋아요 정도는 괜찮아요.
10283,10283,녹아내리겠네요.
10284,10284,상대에게 정확히 물어보는게 좋아요.
10285,10285,서로에게 부담 없는 선물이 좋아요.
10286,10286,좋아하는 사람이 준다면 좋아할 거예요.
10287,10287,고칠 수 있는지 생각해보세요.
10288,10288,연락해 보는게 어떨까요?
10289,10289,괘씸하니 약속잡고 취소 한번 하세요.
10290,10290,따로 신경쓰이는 부분이 없다면 가능합니다.
10291,10291,썸 종료네요.
10292,10292,만남에 무슨 문제가 있었나요?
10293,10293,부담된다면 조심스레 말해 보세요.
10294,10294,자연스러운 현상이에요.
10295,10295,데리러 와주면 고맙다고 반응해봐요.
10296,10296,좋으면 먼저 고백해보세요.
10297,10297,기억하냐고 물어보세요.
10298,10298,어쩔 수 없는 상황인지 물어보세요.
10299,10299,우리가 아직 사귀는 사이가 아닌데 별로 기분은 안 좋은 거 같다고 말해봐요.
10300,10300,연락이 중요한 시기인데요.
10301,10301,당신과 긴 연애하면 되죠.
10302,10302,응원해주세요.
10303,10303,맘고생 많았어요.
10304,10304,다정한 사람이네요.
10305,10305,보통 남자들은 아무 여자에게나 하트를 붙여서 말하지 않아요.
10306,10306,저처럼 연락이 늦는 사람을 이해해 주세요.
10307,10307,고백을 안하고 사귀는 경우도 있지만 정확하게 물어보는게 좋아요. 먼저 얘기를 끄내보세요.
10308,10308,사귀고 나서 해봐도 늦지 않아요.
10309,10309,부러워요. 자연스러운 현상이에요.
10310,10310,슬픈 촉이네요.
10311,10311,좋아하는 게 뭔지 알아보세요.
10312,10312,어떤 음식을 좋아하는지 물어보고 맛집을 찾아봐요. 그래도 이왕이면 맛있고 분위기 좋은 곳이 좋겠죠?
10313,10313,벚꽃 놀이 가자고 연락해 보세요.
10314,10314,사귀고 나서 가도 늦지 않아요.
10315,10315,최신 영화 추천해드립니다.
10316,10316,따로 신경쓰이는 부분이 없다면 가능합니다.
10317,10317,부러워요. 좋은 관계를 유지하세요.
10318,10318,본인의 의사를 분명히 표현하는 것이 중요해요.
10319,10319,애석하네요.
10320,10320,카공 좋죠!
10321,10321,카공 좋죠!
10322,10322,그럼요. 연락해보세요.
10323,10323,그냥 뭐하냐고 물어보세요.
10324,10324,표현하는 게 좋겠죠.
10325,10325,상대방을 헷갈리게 하는건 좋지 않아요.
10326,10326,상대방을 헷갈리게 하는건 좋지 않아요.
10327,10327,영화는 데이트의 기본이죠.
10328,10328,도서관 데이트나 서점 데이트 좋을 거 같아요.
10329,10329,기억에 남을 거 같아요.
10330,10330,작은 선물은 서로에게 부담을 줄여줄 거예요.
10331,10331,그럴 수 있어요. 자연스럽게 대화를 먼저 이어나가는 건 어떨까요?
10332,10332,그분 생각을 많이 했나 봐요. 곧 좋은 소식이 들리려고 하는 것 아닐까요?
10333,10333,편한 옷차림도 괜찮지만 어느 정도 격식은 차리는 게 좋아요.
10334,10334,그대의 얼굴이면 될 거 같아요.
10335,10335,신경 쓰이겠네요.
10336,10336,고칠 수 있는지 생각해보세요.
10337,10337,부담스럽지 않은 선이 좋겠어요.
10338,10338,썸 종료네요.
10339,10339,시간 약속이 생명인데요.
10340,10340,축하해주세요.
10341,10341,제가 위로해 드릴게요.
10342,10342,고백을 안하고 사귀는 경우도 있지만 정확하게 관계를 정의 짓는게 좋아요.
10343,10343,어떤 음식을 좋아하는지 물어보고 맛집을 찾아봐요. 그래도 이왕이면 맛있고 분위기 좋은 곳이 좋겠죠?
10344,10344,공통점 찾기가 좋겠죠.
10345,10345,깨끗이 잊든 용기내든 실행에 옮겨 보세요.
10346,10346,사귀고 나서 가도 돼요.
10347,10347,마음을 표현하는 건 나쁘지 않아요.
10348,10348,사람 마다 다르겠지요.
10349,10349,그럴 수 있어요.
10350,10350,썸도 좋지요.
10351,10351,연애에 대한 두려움을 가지고 있을 수도 있을 듯 합니다.
10352,10352,서로 마음이 확실히 있는 거면 적극적으로 표현해도 될 것 같아요.
10353,10353,관계의 정도에 따라 다르겠지만 너무 길면 안좋지 않을까요?
10354,10354,사귀자고 고백하고 좋아한다는 느낌이 들게 더 잘해줘봐요.
10355,10355,행복하세요.
10356,10356,상대가 확신이 들도록 말해보세요.
10357,10357,썸 타다가 연인 되는 게 일반적이죠.
10358,10358,용기내서 먼저 다가가 보세요.
10359,10359,꼭 그렇진 않아요. 그렇지만 사귀기 전 마음을 확인하는게 필요하지 않을까요?
10360,10360,연락도 하고 직접 만나보세요.
10361,10361,짧으면 짧을 수록 좋죠.
10362,10362,연락도 하고 직접 만나는게 좋습니다.
10363,10363,사귀기 전에 마음을 확인하는 단계라서 그렇지 않을까요?
10364,10364,시작하기 전 두근거림을 좋아하나 봅니다.
10365,10365,연애에 대한 두려움을 가지고 있을 수도 있을 듯 합니다.
10366,10366,오래 봤으면 더 잘 알 거 같습니다.
10367,10367,최대한 빨리 사귀는 게 좋을 거 같아요.
10368,10368,둘 중 누구든 고백하면 사귀게 되는 게 썸이죠.
10369,10369,"자주 연락하고 가만히 있어도 생각나는, 연락하면 괜히 웃음나는 사이 아닐까요?"
10370,10370,꿈은 현실의 반대래요.
10371,10371,썸을 길게 타서 좋을 건 없어요.
10372,10372,썸이 맞는지 확인해보세요.
10373,10373,연애에 대한 두려움을 가지고 있을 수도 있을 듯 합니다.
10374,10374,사귀기 전 단계지요.
10375,10375,"자주 연락하고 가만히 있어도 생각나는, 연락하면 괜히 웃음나는 사이 아닐까요?"
10376,10376,밀당일 수도 있을 듯합니다.
10377,10377,사귈락말락 할 때가 좋지요.
10378,10378,"썸의 목적은 연애, 친구의 목적은 우정입니다."
10379,10379,다이렉트로 직접 물어보세요.
10380,10380,짝사랑인지 생각해보세요.
10381,10381,호감을 표현해보는 것도 좋을 것 같아요.
10382,10382,밀당일 수도 있고 혼자만 썸일 수도 있겠어요.
10383,10383,연락이 안되면 썸이 아닐지도 모르겠네요.
10384,10384,사귀기 전에 감정을 갖고 서로 알아가는 단계라면 썸일 거예요.
10385,10385,한방향인지 양방향인지 살펴보세요.
10386,10386,직접적이든 간접적이든 의사를 확실히 밝혀보세요.
10387,10387,떠보는 것도 좋을 거 같아요.
10388,10388,사귀기 전이면 솔로죠.
10389,10389,돌직구를 날릴 차례인 것 같습니다.
10390,10390,부담스럽지 않은 선이 좋겠어요.
10391,10391,사람마다 다르겠지만 사귀고 난 후가 좋겠어요.
10392,10392,사람마다 다르겠지만 사귀고 난 후가 좋겠어요.
10393,10393,고백할 타이밍이 너무 늦지 않았는지 생각해보세요.
10394,10394,일단 분위기 좋은 카페를 가는 건 어떨까요?
10395,10395,저처럼 연락 늦는 사람도 있어요.
10396,10396,공포영화나 액션은 어떨까요? 스킨십으로 이어질 수도 있어요.
10397,10397,계속 이야기 하면 사귀자는 거 돌려 말하는 걸 수도 있어요.
10398,10398,확실히 대화를 나눠보세요.
10399,10399,연락 빈도랑 언제 연락오는지 확인해보세요.
10400,10400,연락을 이어가면서 알아보셔요.
10401,10401,연락하는 패턴으로 가늠해보세요.
10402,10402,그분이 다른 사람과 함께 있는 상황을 생각해봐요. 느낌이 올 거예요.
10403,10403,주말 저녁에 약속을 잡아보세요.
10404,10404,어느 정도 시간과 연락과 관심이 필요하겠네요.
10405,10405,직접적이든 간접적이든 의사를 확실히 밝혀보세요.
10406,10406,호감을 표현해보는 것도 좋을 것아요.
10407,10407,얼마나 연락이 오는지 확인해보세요.
10408,10408,보통 썸이나 사랑은 헷갈리게 안 해요.
10409,10409,연락할 때 말투 자체가 다르죠.
10410,10410,상대방을 헷갈리게 하는건 좋지 않아요.
10411,10411,자연스러운 현상이에요.
10412,10412,질투에는 시기가 없어요.
10413,10413,말씀해보세요.
10414,10414,먼저 다가가세요.
10415,10415,연락해보세요.
10416,10416,사귀고 있지 않으면 나가도 괜찮아요.
10417,10417,연애로 이어지길 바랄게요.
10418,10418,만남에 무슨 문제가 있었나요?
10419,10419,어장은 포기하는 게 깔끔합니다.
10420,10420,각자의 가치관은 존중되어야 해요.
10421,10421,듀엣곡 연습하고 가세요.
10422,10422,공통 관심사를 많이 만들어보세요.
10423,10423,부담스럽지 않은 선이 좋겠어요.
10424,10424,개인톡으로 답변을 안 하면 썸 타는 게 아닐 가능성이 높습니다.
10425,10425,썸 관계에서 돈 관계는 피하는 게 좋을 듯 하네요.
10426,10426,지금 연락해보세요.
10427,10427,질질 끄는 게 서로한테 안 좋아요.
10428,10428,이유가 있을 것 같아요.
10429,10429,확신을 주지 못한 건 아닌지 생각해보세요.
10430,10430,여자 남자가 어딨나요.
10431,10431,많이하면 좋지요.
10432,10432,몰래 만날 수 있는 만큼 몰래 만나보세요.
10433,10433,상대의 의견도 물어보세요.
10434,10434,"바디워시, 바디로션, 섬유유연제, 향수 등을 사용해보세요."
10435,10435,축하드려요.
10436,10436,마음이 따뜻할 것 같아요.
10437,10437,착할 거 같아요.
10438,10438,마음이 따뜻할 것 같아요.
10439,10439,착할 거 같아요.
10440,10440,감정에 솔직한거죠.
10441,10441,그 중에 낫다 생각하고 사는 거죠.
10442,10442,사랑한 후에 좋은 추억이 남을 거예요.
10443,10443,저도 바랄게요.
10444,10444,평생 모르고 사는 게 참 많죠.
10445,10445,사람 마다 다를 거예요.
10446,10446,적어도 미리 양해를 구하는게 좋지요.
10447,10447,든든하겠어요.
10448,10448,확실한 생각이 들 때 하세요.
10449,10449,너무 섣부르다고 타일러보세요.
10450,10450,간혹 있더라고요.
10451,10451,항상 사랑했던 걸 수도 있어요.
10452,10452,많이 힘들겠어요.
10453,10453,용기있는 자만이 미녀를 얻습니다.
10454,10454,참 어려운 질문이네요.
10455,10455,사귀는 건 힘들어요.
10456,10456,그런 건 중요하지 않아요.
10457,10457,그런 건 중요하지 않아요.
10458,10458,힘들 때 도와주면 정이 듭니다.
10459,10459,마음 단단히 잡긴 바랄게요.
10460,10460,갖지 마세요.
10461,10461,자신의 상황에서 최선의 선택을 하세요.
10462,10462,상관없어요.
10463,10463,개인의 취향일 뿐이에요.
10464,10464,다른 사람들이 알 정도인가 봐요.
10465,10465,직접적으로 들이대보세요.
10466,10466,직접적이든 간접적이든 의사를 확실히 밝혀보세요.
10467,10467,마음으로 바람피는 거네요.
10468,10468,"좋은말 나와야 본전, 나쁜말 나오면 기분 안좋아요."
10469,10469,바쁘거나 감정의 변화가 생겼을지도 모르겠어요.
10470,10470,호감을 표현해보세요.
10471,10471,오해해도 하는 게 좋을 것 같아요.
10472,10472,데려다 주는 건 기본 매너라고 생각해요.
10473,10473,약속을 소홀히 생각하는 사람은 믿음직스럽지 못해요.
10474,10474,특별한 데이트 장소네요.
10475,10475,나한테만 부리면 좋아요.
10476,10476,너랑 약속잡으려고 한다고 말해보세요.
10477,10477,시간 많다고 심심하다고 해보세요.
10478,10478,충분히 그럴 수 있어요.
10479,10479,내가 나답게 살 수 있도록 해줄 수 있는 사람인 것 같아요.
10480,10480,항상 사랑받고 있다는 확신을 느끼게 해주는 사람을 만나보세요.
10481,10481,호감이 있을 수도 있어요. 그렇지만 조금 더 상황을 지켜보세요.
10482,10482,먼저 고백해 보세요.
10483,10483,나한테만 부리면 좋아요.
10484,10484,서로가 전부인 연애가 아니라 서로 부족한 부분을 감싸 안아서 서로를 완전하게 해주는 연애인 것 같아요.
10485,10485,그 사람이 행복해하는 걸 보면서 나도 행복할때요.
10486,10486,연락과 데이트로 바로 느껴지죠.
10487,10487,꼬시지 말고 사랑해 보세요.
10488,10488,평소 흘려 이야기했던 걸 기억해주고 생각하고 있다는 걸 알려주세요.
10489,10489,저도 이해는 안갑니다.
10490,10490,신뢰가 무너지지 않으면 계속 사랑할 수 있어요.
10491,10491,할 수 있을 거예요. 자신을 믿어 보세요.
10492,10492,진지하게 마음을 담은 고백을 하세요.
10493,10493,서로 배려하고 대화하는 게 중요한 것 같아요.
10494,10494,점점 두려워지는 것 같아요.
10495,10495,그 사람은 이제 잊고 새출발하세요.
10496,10496,마음이 서로를 바라보고 있길 바랄게요.
10497,10497,어장의 고기어도 좋을지 어장을 나가는 게 좋을지 생각해보세요.
10498,10498,마음을 접는게 쉽진 않아요.
10499,10499,포기해야한다면 빠를 수록 좋습니다.
10500,10500,상대에게 휘둘리는 건 좋지 않아요.
10501,10501,너무 잘하면 의심해볼 필요도 있을 것 같아요.
10502,10502,만남은 항상 좋아요.
10503,10503,꿈에서 깨어난 게 아쉽겠어요.
10504,10504,또 함께 놀 수 있을 거예요.
10505,10505,후회한다면 사과하는게 어떨까요.
10506,10506,또 데이트할 수 있어요.
10507,10507,사과하는게 좋겠어요.
10508,10508,어떻게 만났든 마음만 진짜면 돼요.
10509,10509,무엇으로 만났든 진심이면 돼요.
10510,10510,작은 일에도 나를 배려해줄 때요.
10511,10511,관계가 나아지지 않는다면 지칠지도 모르겠어요.
10512,10512,생각만해도 달콤하네요.
10513,10513,꼭 같은 조 되길 바랄게요.
10514,10514,과대표한테 슬쩍 말해보는 건 어떨까요.
10515,10515,빨리 선택하셔야 해요.
10516,10516,여러명 좋아할 수도 있죠.
10517,10517,딱 당신이네요.
10518,10518,상처를 줬다면 치유해주세요.
10519,10519,자기 자신이라도 사랑해주세요.
10520,10520,저는 비추요.
10521,10521,이성이니까 당연히 있죠.
10522,10522,자연스러운 감정이에요.
10523,10523,좋아진 이상 이성으로 다가가야죠.
10524,10524,애절한 이야기입니다.
10525,10525,가능합니다.
10526,10526,편한 친구일 수도 있으니 좀 더 지켜보세요.
10527,10527,잘 될 거예요!
10528,10528,친구와 썸의 중간인 거 같아요.
10529,10529,좋은 사람이라면 고마워할 거예요.
10530,10530,누가 더 사랑하는지는 상관 없어요.
10531,10531,기다리기만 하다가 놓치는 것보다 훨씬 낫습니다.
10532,10532,당황해서 제대로 눈을 못 볼 것 같아요.
10533,10533,본래 성격이 그럴 수도 있어요.
10534,10534,다 알고 있을 거예요.
10535,10535,계속 엄청 좋아하는 게 아니라 좋아했는데 시간이 흐른 거죠.
10536,10536,절대 능력만 중요하지 않아요.
10537,10537,사람 마다 다르겠지요.
10538,10538,사람 마다 다르겠지만 좋아하는 사람한테 더 잘할 거예요.
10539,10539,밀당을 하면 느리겠죠.
10540,10540,관계를 지속해도 되는 사이라면 꾸준히 연락을 할 거예요.
10541,10541,모두가 착한 사람에겐 호의적이에요.
10542,10542,사람마다 다르지 않을까요.
10543,10543,사람 마다 다르겠지요.
10544,10544,난폭한게 가장 싫을 거예요.
10545,10545,아무래도 다정한게 좋을 것 같아요.
10546,10546,다정한게 좋을 듯 해요.
10547,10547,사람마다 너무 다를 것 같아요.
10548,10548,이해할 수 없어요.
10549,10549,머리를 살짝 쓰담쓰담해보세요.
10550,10550,성별은 중요하지 않아요.
10551,10551,여자가 먼저 대쉬하면 더 매력있죠.
10552,10552,여자친구가 좋아할 거예요.
10553,10553,좋은 만남이었길 바랍니다.
10554,10554,흔들리고 있나요.
10555,10555,애들아~ 여기 깨 쏟아진다.
10556,10556,당황스러웠겠어요.
10557,10557,선물해 주면서 조금씩 변화시켜 봐요.
10558,10558,쌩얼도 사랑해 주세요.
10559,10559,부럽네요.
10560,10560,부럽네요.
10561,10561,좋은 오지랖이었으면 좋겠네요.
10562,10562,모두 맞춰줄 필요는 없어요.
10563,10563,매너 있네요.
10564,10564,여차진구가 싫어할 일은 애초에 하지 마세요.
10565,10565,상처받고 있다고 말해보세요.
10566,10566,이유가 있는데 말을 못하고 있는 거예요.
10567,10567,피시방 데이트 해보세요.
10568,10568,성격 차이니 받아들여보세요.
10569,10569,알람을 맞춰주세요.
10570,10570,확신이 필요한가봐요.
10571,10571,당신이 그녀를 사랑하면 됐지 꼭 그녀가 당신을 사랑하는지 확신이 있어야 하는 건 아니랍니다.
10572,10572,SNS에 올리는 걸 안 좋아하는 사람도 있어요.
10573,10573,일어나지 않을 일에 대한 걱정은 쓸데 없어요.
10574,10574,새로운 데이트 코스를 찾아보세요.
10575,10575,무시당하는 기분이 들어서 너무 외롭고 상처받게 된다고 차분하고 부드럽게 말해보세요.
10576,10576,결정할 때 의지하라고 말해보세요.
10577,10577,중요한 거 몇 가지만 기억해주세요.
10578,10578,애교부려보세요.
10579,10579,나이 차이는 극복할 수 있어요.
10580,10580,비교하면 끝도 없어요.
10581,10581,자존감을 스스로 지켜보세요.
10582,10582,다른 데서도 봐보세요.
10583,10583,사랑을 더 받고 싶은 가봐요.
10584,10584,같이 눈치 없이 나가봐요.
10585,10585,인기 많은 여자친구가 있어 더 좋을 거 같은데요.
10586,10586,숨기는 것보다는 낫죠.
10587,10587,데이트 통장에 대해 이야기해보세요.
10588,10588,준비하느라 오래걸리는 친구를 이해해주세요.
10589,10589,부담된다고 살짝 말해보세요.
10590,10590,조금씩 함께 해도 좋을 것 같아요.
10591,10591,같이 돌아다니면서 데이트해보세요.
10592,10592,이해해주기 어려울 거 같아요.
10593,10593,말도 예쁘게 하는 사람이네요.
10594,10594,여자친구의 서운함을 풀어주려 노력해보세요.
10595,10595,함께 건강하게 먹어봐요.
10596,10596,변하는 모습을 지켜보는 게 힘들겠어요.
10597,10597,고민이 많이 되겠네요.
10598,10598,예쁘게 많이 찍어주세요.
10599,10599,같이 운동해봐요.
10600,10600,먼저 해보세요.
10601,10601,조금이라도 적극적이면 큰 리액션을 보내주세요.
10602,10602,직접 말할 때까지 조금 기다려주세요.
10603,10603,귀엽게 봐주세요.
10604,10604,필름 끊기는 거 치매의 초기 증상이에요.
10605,10605,술 마시기 전에 술 깨는 약을 선물해주세요.
10606,10606,좀 더 기다려주세요.
10607,10607,원치 않으면 싫다고 말하세요.
10608,10608,좀 더 편한 분위기를 만들어보세요.
10609,10609,직접 애교를 부려보세요.
10610,10610,애교는 성격이에요.
10611,10611,틈틈이 연락해보세요.
10612,10612,별일 없을거예요.
10613,10613,조금만 기다려 보세요.
10614,10614,막말에 상처받지 않았으면 좋겠어요.
10615,10615,금상첨화네요.
10616,10616,과식보다 소식이 좋죠.
10617,10617,일하고 있는데 연락하기 쉽지 않죠.
10618,10618,대화를 할 수 없겠네요.
10619,10619,믿음을 주세요.
10620,10620,의심하지 않게 믿을 수 있게 해주세요.
10621,10621,그건 좀 힘드네요.
10622,10622,작은 일도 중요하게 생각하는 경향이 있나 봅니다. 더 신경쓰고 챙겨 주세요.
10623,10623,삐지는 이유를 살펴보세요.
10624,10624,더 관심을 가져주세요.
10625,10625,더 좋은 표현을 먼저 해 주세요.
10626,10626,공감을 해주면서 잘못을 스스로 깨닫게 해보세요.
10627,10627,미인은 잠꾸러기라던데요.
10628,10628,믿음을 하나씩 쌓아주세요.
10629,10629,귀찮은 마음이 더 큰 것 같네요.
10630,10630,다음에는 받고 싶은 선물을 이야기해보세요.
10631,10631,집안일을 하나씩 분담해보세요.
10632,10632,상황이 생각을 바뀌게 하기도 합니다.
10633,10633,같이 가거나 신경쓰인다고 말해요.
10634,10634,카페 가서 차 마셔도 돼요.
10635,10635,사랑은 핫해요.
10636,10636,같이 가보는 것도 좋을 것 같아요.
10637,10637,같이 가보세요.
10638,10638,깔창이 있잖아요.
10639,10639,작은 표현에도 과하게 리액션해봐요.
10640,10640,사람마다 집착하는 게 다르니 인정해주세요.
10641,10641,시간을 주세요.
10642,10642,진심으로 격려하고 함께 있어 주세요.
10643,10643,질투난다고 말해봐요.
10644,10644,얼굴 보고만 있어도 좋죠.
10645,10645,대화를 하면서 속도를 맞춰보세요.
10646,10646,연인과 함께면 어디든 좋아요.
10647,10647,하루종일 연락하는 걸 원하는게 아니라 바쁘더라도 중간중간에 연락해주는 걸 원하는 걸 거예요.
10648,10648,진도는 중요하지 않아요.
10649,10649,카페처럼 생긴 피시방이라면 데이트도 문제 없을 거예요.
10650,10650,믿음이 깨지고 있네요.
10651,10651,믿는 만큼 이야기하는 거 같아요.
10652,10652,직접 같이 골라보세요.
10653,10653,잘 하는 걸로 주세요.
10654,10654,개인이 원하는 게 있을 거예요.
10655,10655,이야기하고 의지해요.
10656,10656,여자친구가 좋아하는 가수의 노래 연습해 보세요.
10657,10657,여행 말고도 데이트할 거 많아요.
10658,10658,다 챙겨줘야해서 그런 것 같아요
10659,10659,뭐 이런 걸 물어보시나요.
10660,10660,꼭 해야 하는 건 없어요.
10661,10661,아예 보지 마세요.
10662,10662,모두 맞춰주지 마세요.
10663,10663,알면 화날 거 같아서 말하지 말라고 해요.
10664,10664,대화를 해보세요.
10665,10665,만날 때 같이 만나세요.
10666,10666,같이 양치해요.
10667,10667,이름이나 호칭이 무난하죠.
10668,10668,기다리고 이해해주세요.
10669,10669,자신감을 가지세요.
10670,10670,생각 정리할 시간이 필요하겠네요.
10671,10671,정말 큰 문제네요.
10672,10672,좋은 선물이 될 거예요.
10673,10673,수천번 생각해도 이건 아니라고 생각이 되면 서운하다고 이야기하세요.
10674,10674,프라이버시죠.
10675,10675,그냥 얼굴 보면 설레요.
10676,10676,오해가 아니라면 정리하는게 덜 상처일 것 같아요.
10677,10677,수용할 수 있는지 생각해 보세요.
10678,10678,생각나는 대로 해보세요.
10679,10679,거울 보고 이야기해주세요.
10680,10680,상대를 헷갈리게 하는 건 좋지 않아요.
10681,10681,연애중인 상대에게 연락을 안 하는게 예의일 거예요.
10682,10682,상대방을 헷갈리게 하는건 좋지 않아요.
10683,10683,같이 운동하자고 해도 괜찮을 거 같아요.
10684,10684,각자의 프라이버시니까 이해해주세요.
10685,10685,충분한 대화를 나눈 후에 결정을 내리는게 좋겠네요.
10686,10686,확신이 서지 않나봐요.
10687,10687,건강이 걱정된다고 말해보세요.
10688,10688,더 많이 챙겨주세요.
10689,10689,슬쩍 떠서 확인해봐요.
10690,10690,빠질까봐 걱정된다고 말해보세요.
10691,10691,사람 성향에 따라 다른 거니 이해해주세요.
10692,10692,가끔은 선의의 거짓말도 필요하답니다.
10693,10693,성격일 수도 있어요.
10694,10694,마음이 어디를 향하고 있는지 제대로 살펴보세요.
10695,10695,사람은 사람으로 잊는 거예요.
10696,10696,받으면 감동 받을 것 같아요.
10697,10697,받으면 감동 받을 것 같아요.
10698,10698,여행지에서만 살 수 있는 걸로 골라보세요.
10699,10699,로맨틱한 만남이네요.
10700,10700,좋은 데이트가 되겠네요.
10701,10701,아무래도 그렇겠죠.
10702,10702,상대방이 너무 바쁜 상태일 수도 있어요.
10703,10703,관심 없으면 연락 안합니다.
10704,10704,연락은 싸움의 씨앗이죠.
10705,10705,친구는 귀찮아서 연락 안 하는데 썸의 가능성이 높아 보이네요.
10706,10706,만나는게 더 좋겠지만 가능하겠죠.
10707,10707,아무리 바쁘더라도 틈틈이 연락해 주세요.
10708,10708,집착하지마세요.
10709,10709,연락해봐요.
10710,10710,연락해봐요.
10711,10711,용기내보는 것도 좋을 것 같아요.
10712,10712,연락해보세요.
10713,10713,사랑에 나이는 중요하지 않다고 생각해요.
10714,10714,연애의 모습이 다양한 거예요.
10715,10715,연애는 기술이 아니에요.
10716,10716,미래를 함께 꿈꿀 수 있는 사람인지 아닌지인 것 같아요.
10717,10717,하다보면 됩니다. 걱정하지마세요.
10718,10718,연애 세포를 깨울 때가 되었네요.
10719,10719,하다보면 됩니다. 걱정하지마세요.
10720,10720,해보면 생각날 거예요.
10721,10721,잘할 수 있어요.
10722,10722,기본으로 하는 거 상관 없어요.
10723,10723,보수적이어도 돼요.
10724,10724,경험 있는 분이 리드해보세요.
10725,10725,편해진 것 같네요.
10726,10726,감정 낭비일 때도 있지만 행복한 일이에요.
10727,10727,맞는 말씀입니다.
10728,10728,시작하기 전 두근거림을 더 좋아하나 봐요. 아니면 연애에 대한 두려움을 가지고 있을 수도 있을 듯 합니다.
10729,10729,할 수 있을 거예요.
10730,10730,내 인생의 주인공은 나야 나!
10731,10731,노력하면 가능할 것 같습니다.
10732,10732,이제라도 여자와 어울리고 시간을 보내보면서 조금씩 알아보세요.
10733,10733,더 좋은 사람 만날 거예요.
10734,10734,"고마워, 사랑해, 미안해 항상 표현해주세요."
10735,10735,사귀기 전 두근거림을 좋아하나 봐요.
10736,10736,대화를 하다가 친해졌나봐요.
10737,10737,마음의 문을 열었나봐요.
10738,10738,다음부터는 해주지 마세요.
10739,10739,살릴 수 있어요!
10740,10740,그럴 수 있어요. 무엇이 문제인가요?
10741,10741,그럴 수 있어요. 자연스럽게 대화를 먼저 이어나가는 건 어떨까요?
10742,10742,연애는 서로에게 맞춰가는 거예요.
10743,10743,서로의 연애 스타일에 대한 대화를 자주 나눠보세요.
10744,10744,그럴 수도 아닐 수도 있겠네요.
10745,10745,사람은 다 외로운 존재예요.
10746,10746,언젠간 당신에게도 사랑이 찾아올 거예요.
10747,10747,배려하고 존중하면서 사랑하면 가능할 거예요.
10748,10748,당신은 사랑 받기 위해 태어난 사람입니다.
10749,10749,진정한 사랑을 찾아보세요.
10750,10750,딱 좋을 때네요.
10751,10751,사랑은 따지는 게 아니고 다 주고도 더 주지 못해 미안해하는 거예요.
10752,10752,사랑에 나이 차이는 상관 없어요.
10753,10753,걱정되지 않을 선인 것 같아요.
10754,10754,연예인 사진 보고 잔 거 아닌가요.
10755,10755,특종감이네요.
10756,10756,쉽지 않을 거예요.
10757,10757,기억도 안 나는 사소한 일로 싸워요.
10758,10758,사람마다 다릅니다.
10759,10759,둘 사이의 규칙을 하나씩 만들고 문제에 대해 인식해보세요.
10760,10760,정치 이야기는 빼고 하세요.
10761,10761,사랑에 나이는 중요하지 않다고 생각해요.
10762,10762,항상 꿈 꾸죠.
10763,10763,마음은 언제나 함께할 거예요.
10764,10764,영화 보고 나서 고민해도 안 늦어요.
10765,10765,오 관심있을 수도 있을 거 같아요.
10766,10766,영화는 현실과 다르지만 그런 사랑을 하도록 노력해보면 영화 같은 사랑 할 수 있을거예요.
10767,10767,영화관 말고 다른 데서 보세요.
10768,10768,행복하게 잘 사세요.
10769,10769,효도에 대리가 어디있나요.
10770,10770,남자는 여자하기 나름이래요. 변화시켜 보세요.
10771,10771,사랑하니까 예뻐보이는 걸 수도 있어요.
10772,10772,좋아하니까 예뻐보이는 걸 수도 있어요.
10773,10773,마음 아프게 했나봐요.
10774,10774,눈에 차는 남자가 없어서일 수도 있어요.
10775,10775,다음에 계약하는 예식장은 더 좋은곳으로 할거예요.
10776,10776,신경쓰고 가세요.
10777,10777,지금처럼 생각 많이 하고 자면 꿈이 나타날 거예요.
10778,10778,지금 연락해보세요.
10779,10779,보고 싶은 마음을 전해보세요.
10780,10780,준비하지 않아도 상관 없다고 생각해요. 필요하다면 화려하지 않고 부담 없는 선물을 준비하면 센스있는 사람으로 생각할 거예요.
10781,10781,축하해요!
10782,10782,용기내서 말을 걸어보세요.
10783,10783,오 미리 축하드려요.
10784,10784,좋은 소식이었으면 좋겠어요.
10785,10785,자신에게 잘 어울리는 옷을 생각해봐요.
10786,10786,이 김에 하나 장만하는 건 어떨까요.
10787,10787,속이 답답하겠어요.
10788,10788,이 김에 하나 장만하는 건 어떨까요.
10789,10789,댄디룩이 무난할 것 같네요.
10790,10790,속이 타들어가겠네요.
10791,10791,마음 먹느라 고생했어요.
10792,10792,달콤한 말이네요.
10793,10793,멋진 분이군요.
10794,10794,짝사랑의 늪에서 빠져나오세요.
10795,10795,술 한잔으로 잊혀질 수 있다면 얼마나 좋을까요.
10796,10796,사랑스러운 분이네요.
10797,10797,힘든 결정이었을텐데 맘고생 많았어요.
